,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","TOTAL PASSAGEIROS TRANSPORTADOS

(M) = (J + K + L)"
630,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,819410 - PERUS/CACHOEIRINHA,728,1050,36,87,1,928,6,214,3,3053,1628,956,5637
631,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,819910 - PIRITUBA/CVN CACHOEIRINHA,806,1431,76,102,3,1129,9,128,0,3684,2671,1196,7551
632,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,900410 - JD ELISA MARIA/TERM V N CACHOE,597,2125,76,133,1,1645,9,0,1,4587,3201,982,8770
633,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,900510 - JD PRINCESA/TERM V N CACHOEIR,459,1778,47,106,2,1273,0,2,1,3668,2381,787,6836
634,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,900541 - JD.VISTA ALEGRE/T.CACHOEIRINHA,48,232,7,6,0,152,1,0,0,446,248,97,791
635,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,900610 - VILA PENTEADO/TERM V N CACHOEI,272,703,16,54,2,590,4,0,0,1641,1336,633,3610
636,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,900810 - PQ TAIPAS/TERM V N CACHOEIR,679,1831,64,118,7,1278,6,0,3,3987,2813,1193,7993
637,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,900910 - COHAB BRASILANDIA/TERM V N CAC,826,2084,118,183,4,1649,5,1,0,4871,3512,1708,10091
638,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,901110 - CITY JARAGUA/TERM V N CACHOEIR,1054,2154,92,187,2,1715,6,577,2,5789,3005,1487,10281
639,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,901121 - ESTACAO JARAGUA/CITY JARAGUA,260,793,29,59,1,689,1,352,0,2184,636,536,3356
640,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,901510 - VILA ZATT/TERM PIRITUBA,233,496,29,46,4,413,0,158,0,1379,805,492,2676
641,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,901810 - VILA MIRANTE/TERM PIRITUBA,125,417,5,34,4,266,0,81,0,932,442,284,1658
642,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,901910 - JD PAULISTA/TERM PIRITUBA,269,741,37,56,2,523,0,182,0,1810,1104,500,3414
643,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,902010 - VILA MIRANTE/TERM PIRITUBA,183,518,8,47,2,446,3,89,0,1296,663,356,2315
644,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,902011 - TERM PIRITUBA/VILA MIRANTE,6,11,0,1,0,2,0,5,0,25,25,2,52
645,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,902310 - PQUE DE TAIPAS/TERM PIRITUBA,754,1741,53,177,1,1329,1,283,0,4339,2398,1162,7899
646,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,903210 - JD DAMASCENO/LAPA,427,1290,30,82,0,814,4,5,1,2653,2025,761,5439
647,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,903221 - JD DAMASCENO/TERM CACHOEIRINHA,3,36,0,2,0,32,0,0,0,73,15,11,99
648,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,903410 - MORRO GRANDE/LAPA,969,1468,46,118,2,1350,2,295,6,4256,1754,854,6864
649,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,904710 - JD PAULISTANO/LAPA,907,1482,36,95,2,1508,2,218,0,4251,2501,961,7713
650,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,909010 - PQ TIETE/TERM CASA VERDE,334,626,28,45,2,403,0,1,1,1440,898,505,2843
651,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,918110 - VILA TEREZINHA/LAPA,1101,1914,80,126,6,1914,7,151,0,5299,2618,1281,9198
652,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,918610 - COHAB N BRASILANDIA/LAPA,1305,2850,81,206,8,2443,8,322,3,7226,2860,1091,11177
653,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,918810 - CAPELA DA LAGOA/LAPA,989,1471,62,140,7,1345,2,164,0,4180,2242,1083,7505
654,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,919110 - JD ELIS MARIA/BOM RETIRO,1350,2013,80,195,4,1777,22,657,2,6100,2979,1322,10401
655,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,938P10 - VILA PENTEADO/METRO B FUNDA,733,1088,47,90,3,1173,2,332,0,3468,1359,766,5593
656,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,938V10 - JD VISTA ALEGRE/METRO BARRA FU,1262,2191,88,154,7,2024,17,385,2,6131,3811,1876,11818
657,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,971710 - COHAB BRASILANDIA/SANTANA,228,451,26,40,1,553,5,64,0,1368,900,314,2582
658,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,978T10 - JD GUARANI/METRO BARRA FUNDA,1938,3240,139,235,8,3265,6,1150,7,9988,6035,2368,18391
659,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,978510 - TEREZINHA/BARRA FUNDA,460,1100,32,90,2,1285,10,500,0,3479,1559,617,5655
660,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,978551 - JD CAROMBE/TTVN CACHOEIRINHA,1,4,0,0,0,8,0,0,0,13,0,1,14
661,2014-12-31,PERMISSAO,AREA 1,TRANSCOOPER,978910 - JD DOS GUEDES/BARRA FUNDA,889,1541,54,124,0,1690,12,660,0,4970,2419,800,8189
662,2014-12-31,PERMISSAO,AREA 2,FENIX,120610 - PQ VILA MARIA/CORREIO,1402,1043,16,44,2,773,0,80,0,3360,1086,556,5002
663,2014-12-31,PERMISSAO,AREA 2,FENIX,170210 - JOVA RURAL/TIETE,1249,1698,58,145,0,1427,1,129,1,4709,2129,1121,7959
664,2014-12-31,PERMISSAO,AREA 2,FENIX,172K10 - JD TREMEMBE/TATUAPE,1018,1421,48,124,4,997,1,338,3,3954,1731,1308,6993
665,2014-12-31,PERMISSAO,AREA 2,FENIX,172U10 - CEM P PINHEIROS/MOOCA,1627,1971,47,158,2,1211,1,80,1,5098,2068,943,8109
666,2014-12-31,PERMISSAO,AREA 2,FENIX,177X10 - JD PERY ALTO/METRO V MADALENA,1343,1951,89,167,2,1791,5,495,0,5843,2403,1081,9327
667,2014-12-31,PERMISSAO,AREA 2,FENIX,179X10 - JD FONTALIS/BOM RETIRO,1092,1578,49,117,2,1218,4,120,1,4181,1748,731,6660
668,2014-12-31,PERMISSAO,AREA 2,FENIX,201310 - JD ROBRU/EST ITAIM PAULISTA,1042,1721,94,154,7,1413,4,1,2,4441,2986,1718,9145
669,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,101610 - CEMITERIO DO HORTO/CENTER NORT,994,1458,49,159,7,1229,4,258,2,4160,2121,1512,7793
670,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,101810 - VILA ROSA/SANTANA,458,849,36,76,0,489,1,185,1,2095,1022,674,3791
671,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,118Y10 - LAUZANE PAULISTA/LAPA,918,1431,46,114,4,1560,6,150,0,4230,1843,1185,7258
672,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,121G10 - PQ NOVO MUNDO/JACANA,450,572,20,45,1,506,1,198,0,1793,589,469,2851
673,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,128Y10 - JD PERY ALTO/LAPA,504,752,23,52,0,744,2,51,0,2128,989,357,3474
674,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,138Y10 - CASA VERDE ALTA/LAPA,776,1221,45,87,0,914,5,473,2,3523,1461,593,5577
675,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,170110 - JOVA RURAL / ANEHEMBI,683,1165,33,84,1,998,2,262,2,3230,1414,658,5302
676,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,170151 - JOVA RURAL/CARANDIRU          ,43,118,3,8,1,120,0,34,1,328,124,81,533
677,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,170510 - JD SAO JOAO /METRO TUCURUVI,964,1759,68,171,1,1334,7,771,8,5083,1994,1214,8291
678,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,170910 - JD JOAMAR/METRO TUCURUVI,526,1259,49,155,2,842,3,529,1,3366,1281,990,5637
679,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,170921 - JD JOAMAR/METRO SANTANA,5,28,0,2,0,44,0,2,0,81,2,6,89
680,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172J10 - JD BRASIL/TATUAPE,1253,1825,53,146,3,1579,3,601,2,5465,2714,1075,9254
681,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172P10 - VILA ZILDA/METRO BELEM,2348,2853,86,243,6,2111,2,315,2,7966,3648,2509,14123
682,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172R10 - JD BRASIL/METRO BELEM,1318,1709,67,110,2,1382,2,397,1,4989,2724,1750,9463
683,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172X10 - PQ NOVO MUNDO/TATUAPE,457,756,13,56,1,974,0,323,0,2580,885,247,3712
684,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172Y10 - VILA CONSTANÇA/METRO BELEM,537,874,28,48,1,619,1,216,1,2325,908,795,4028
685,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172010 - JD GUANCA/CANTAREIRA,1069,1582,61,175,0,1222,3,571,0,4683,1660,1325,7668
686,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172021 - VILA SABRINA/METRO TUCURUVI,287,447,17,48,0,371,0,295,2,1467,405,336,2208
687,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,172210 - JD MARINA/TUCURUVI,1295,1937,108,178,7,1562,17,281,4,5389,4823,1875,12087
688,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,173010 - CENTER NORTE/SANTANA,66,222,13,21,1,313,0,23,0,659,380,81,1120
689,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,173810 - VILA CONSTANCIA/METRO CARANDIR,296,464,15,39,1,347,1,147,3,1313,390,493,2196
690,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,177510 - VILA ALBERTINA/CENTER NORTE,169,257,15,27,0,230,2,36,0,736,296,188,1220
691,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,178Y10 - VILA AMELIA/METRO JD SAO PAULO,225,567,36,80,0,409,0,312,0,1629,528,532,2689
692,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,178010 - JD HEBRON/TERM PARADA INGLESA,496,978,24,90,1,847,0,305,0,2741,865,641,4247
693,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,178510 - VILA AURORA/METRO SANTANA,186,386,3,19,0,246,1,130,0,971,413,250,1634
694,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,178610 - VILA ALBERTINA/METRO SANTANA,561,911,34,71,0,641,3,287,1,2509,1130,572,4211
695,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,178710 - VILA MARIETA/METRO SANTANA,213,447,12,24,0,250,1,161,1,1109,511,284,1904
696,2014-12-31,PERMISSAO,AREA 2,TRANSCOOPER,900210 - JD PERY ALTO/TERM V N CACHOEIR,508,1377,36,101,4,972,4,3,0,3005,2117,626,5748
697,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,270910 - VILA UNIAO/METRO PATRIARCA,187,400,20,52,1,324,0,404,1,1389,431,477,2297
698,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,270931 - VILA UNIAO/METRO PATRIARCA,152,309,13,27,2,277,0,234,3,1017,289,306,1612
699,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271010 - METRO PATRIARCA/BURGO PAULISTA,297,514,23,48,1,482,0,447,4,1816,494,610,2920
700,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271031 - METRO PATRIARCA/VL.S FRANCISCO,52,119,3,17,1,91,0,66,1,350,81,89,520
701,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271110 - PONTE RASA/METRO PATRIARCA,220,520,25,58,3,439,1,403,0,1669,432,588,2689
702,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271210 - JD SAO NICOLAU/METRO A ALVIN,328,744,26,64,0,645,0,304,3,2114,934,658,3706
703,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271410 - VL RUI BARBOSA/METRO V MATILDE,302,695,32,92,0,495,0,461,1,2078,787,706,3571
704,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271510 - VILA SILVIA/METRO PATRIARCA,245,665,34,55,3,539,0,450,6,1997,660,573,3230
705,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271610 - CHAC CRUZ DO SUL/METRO PENHA,389,635,35,62,1,518,0,383,4,2027,756,659,3442
706,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271710 - METRO GUILHERMINA/CANGAIBA,231,574,27,50,1,483,2,303,2,1673,593,472,2738
707,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271810 - VILA SILVIA/METRO PENHA,1119,1876,51,155,2,1522,0,700,4,5429,2233,1164,8826
708,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,271910 - ERMELINO MATARAZZO/METR V MATI,838,1863,62,172,1,1545,1,1081,3,5566,2256,1638,9460
709,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272010 - JD BELEM/METRO GUILHERMINA,787,1145,35,134,5,1097,1,733,2,3939,1522,1299,6760
710,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272031 - METRO GUILHERMINA/JD BELEM,76,171,8,17,3,142,0,103,0,520,181,194,895
711,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272110 - JD NAZARE/METRO ITAQUERA,970,1424,42,131,3,1424,0,619,4,4617,2096,1144,7857
712,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272210 - JD VERONIA/METR GUILHERMINA,487,974,38,96,0,901,0,508,1,3005,1201,915,5121
713,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272231 - JD VERONIA/METRO GUILHERMINA,374,809,29,73,0,760,1,569,2,2617,1047,727,4391
714,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272310 - UNIAO DE V NOVA/METRO ITAQUERA,856,1766,33,101,1,1611,1,732,1,5102,2015,919,8036
715,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272410 - METRO A ALVIN/CONJ ARAUCARIA,384,1124,29,88,3,889,0,670,4,3191,1042,597,4830
716,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272510 - JD SAO CARLOS/METRO A ALVIN,270,627,26,78,1,525,2,507,4,2040,777,500,3317
717,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272710 - CONJ A E CARV/METRO A ALVIN,478,1864,58,108,0,1375,0,976,3,4862,1807,856,7525
718,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,272810 - JD CASTELO/METRO PENHA,1443,2224,63,189,3,1545,3,771,5,6246,2343,1425,10014
719,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,273210 - VILA REGINA/METRO A ALVIN,343,724,27,90,0,575,0,393,5,2157,1068,774,3999
720,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,273310 - PQ GUARANI/METRO ITAQUERA CIRC,471,1015,34,86,0,829,0,503,1,2939,1095,688,4722
721,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,273510 - JD KERALUX/METRO PENHA,604,1079,19,87,0,889,3,461,3,3145,1253,528,4926
722,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,273521 - JD SAO FRANCISCO/METRO PENHA,197,384,17,32,0,306,1,143,0,1080,430,227,1737
723,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,331811 - TERM A E CARVALHO/VILA CISPER,1,3,0,0,0,3,0,0,0,7,7,1,15
724,2014-12-31,PERMISSAO,AREA 3,COOPER QUART AÇÃO,374V10 - VILA VERDE / METRO ITAQUERA,323,623,19,42,1,603,0,398,0,2009,673,542,3224
725,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,201610 - JD DAS OLIVEIRAS/SAO MIGUEL,586,621,8,47,1,658,0,132,0,2053,1052,607,3712
726,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,201710 - JD ROBRU/SAO MIGUEL,439,490,8,39,1,463,2,51,0,1493,645,455,2593
727,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,201810 - JD CAMPOS/SAO MIGUEL CIRCULAR,304,408,9,41,0,346,0,32,0,1140,458,375,1973
728,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,201910 - PQ PAINEIRAS/SHOPPING PENHA,274,497,18,55,1,354,0,18,1,1218,691,857,2766
729,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,220310 - BURGO PAULISTA/SHOP PENHA,306,348,14,35,0,291,0,24,1,1019,506,648,2173
730,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,272610 - LIMOEIRO/METRO PENHA,588,1053,32,95,3,828,1,162,2,2764,1335,1079,5178
731,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,273010 - VILA JACUI/METRO A ALVIN,356,1039,40,94,1,888,0,686,4,3108,969,721,4798
732,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,273110 - VILA PROGRESSO/METRO ITAQUERA,416,950,33,94,1,866,0,717,2,3080,1218,792,5090
733,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,273410 - JD CAMPOS/METRO ITAQUERA,361,1038,33,86,3,896,0,586,4,3007,801,421,4229
734,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,273610 - LIMOEIRO/METRO PENHA,259,410,13,51,0,332,0,43,1,1109,566,472,2147
735,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,379310 - CIDADE TIRADENTES/METRO PENHA,890,2607,77,221,3,2273,2,702,17,6792,3331,1379,11502
736,2014-12-31,PERMISSAO,AREA 3,PAULISTANA II,408510 - COHAB FAZE DO CARMO/M ITAQUERA,196,684,18,54,0,500,0,223,0,1675,577,289,2541
737,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200410 - JD MIRIAM/GUAIANAZES,601,1601,34,98,4,1456,0,788,4,4586,1482,790,6858
738,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200510 - JD ROMANO/SAO MIGUEL,520,623,9,45,0,700,0,86,0,1983,765,681,3429
739,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200610 - CIDADE KEMEL I /ITAIM PAULISTA,1511,2354,30,140,1,2285,2,1094,5,7422,2494,1214,11130
740,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200651 - TERM A E CARVALHO/CIDADE KEMEL,9,13,0,0,0,22,0,1,1,46,20,3,69
741,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200710 - CIDADE KEMEL II/SAO MIGUEL,722,1219,19,65,1,1144,0,671,0,3842,1128,936,5906
742,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200810 - JD N SRA CAMINHO/ESTACAO ITAIM,838,1113,34,76,1,1070,0,552,0,3684,1551,912,6147
743,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200841 - JD. MIRIAM/ITAIM PAULISTA,469,892,16,89,0,706,0,367,0,2539,951,705,4195
744,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,200910 - JD ROBRU/GUAIANAZES,670,1374,38,101,1,1337,1,963,9,4494,2032,1131,7657
745,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,202110 - JD BANDEIRANTES/EST GUAIANAZES,519,1158,16,78,1,921,0,952,0,3645,1288,673,5606
746,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,220110 - DIVISA DE FERRAZ/GUAIANAZES,210,503,8,34,0,409,0,337,0,1501,489,372,2362
747,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,220210 - HOSP ITAIM/GUAIAZAZES,2490,4286,112,291,3,4031,0,2227,10,13451,6094,2863,22408
748,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270210 - VILA AMERICANA/METRO A ALVIN,692,1178,51,107,2,1185,2,492,0,3710,1952,850,6512
749,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270310 - JD ETELVINA/METRO ITAQUERA,792,2280,69,187,4,2005,4,1304,4,6649,2672,1361,10682
750,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270321 - Metro Itaquera,1,57,0,0,0,59,0,0,0,117,0,9,126
751,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270322 - JD GIANETTI/METRO ITAQUERA,4,45,0,2,0,45,0,0,0,96,0,6,102
752,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270410 - JD ROBRU/METRO ITAQUERA,622,1387,37,121,6,1285,0,565,6,4029,1500,829,6358
753,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270510 - JD FANGANIELO/METRO ITAQUERA,562,898,45,65,1,782,2,350,1,2706,1216,965,4887
754,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270610 - CEM DA SAUDADE/METRO V MATILDE,329,658,25,67,1,521,0,170,3,1774,824,644,3242
755,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270710 - CHABILANDIA/METRO ITAQUERA,828,1850,51,169,2,1730,0,675,11,5317,2459,1521,9297
756,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270731 - CHABILANDIA/METRO ITQUERA,144,270,9,19,0,247,0,121,1,811,332,198,1341
757,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,270810 - JD LAJEADO/METRO ITAQUERA,621,1564,34,128,1,1257,0,480,7,4092,1885,1071,7048
758,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,300210 - JD MABEL/SAO MIGUEL,803,1370,24,92,3,1261,0,466,8,4027,1407,855,6289
759,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,300610 - JD FANGANIELO/ES CPTM GUAIANAZ,451,990,17,54,1,845,0,549,0,2907,838,622,4367
760,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,302610 - VILA IOLANDA II/EST GUAIANZ CP,947,2554,48,212,2,2057,0,1563,4,7387,2709,1294,11390
761,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,303310 - GUAIANAZES/SAO MATEUS,913,1663,67,95,5,1541,5,535,2,4826,3520,1327,9673
762,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,306410 - CIDADE TIRADENTES/EST GUAIANAZ,1200,2951,72,212,1,2494,6,1743,10,8689,4424,2200,15313
763,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,306441 - S ETELVINA II B6/T CID TIRADEN,8,27,0,6,0,33,0,0,0,74,63,141,278
764,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,375410 - INACIO MONTEIRO/METRO ITAQUERA,700,1734,55,141,4,1457,3,800,3,4897,1965,1458,8320
765,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,375610 - BARRO BRANCO/METRO ITAQUERA,700,1598,45,129,1,1440,0,809,6,4728,1940,919,7587
766,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,376810 - VILA YOLANDA/METRO ITAQUERA,281,761,27,56,0,741,2,399,1,2268,828,581,3677
767,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,379510 - JD SAO CARLOS/METRO ITAQUERA,199,502,20,43,0,455,0,293,0,1512,572,479,2563
768,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405110 - JD SAO PAULO/CPTM GUAIANAZES,587,1470,52,84,3,1346,1,641,2,4186,1624,1374,7184
769,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405210 - CPTM GUAIANAZES/METRO ITAQUERA,333,693,29,81,2,749,1,547,1,2436,1654,643,4733
770,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405310 - GUAIANAZES/CPTM JOSE BONIFACIO,356,750,20,57,0,757,0,351,2,2293,805,598,3696
771,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405410 - JD NSA DO CARMO/METRO ITAQUERA,40,188,5,17,0,155,0,48,1,454,129,80,663
772,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,405610 - TERM S MATEUS/PQ BOA ESPERANÇA,348,615,12,31,1,563,2,0,0,1572,730,525,2827
773,2014-12-31,PERMISSAO,AREA 3,TRANSUNIÃO,407T10 - JD REDIL/METRO ITAQUERA,310,683,23,81,1,632,1,524,2,2257,816,736,3809
774,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,301310 - TERM CIDADE TIRADEN/METALURGIC,31,148,6,19,0,113,0,0,1,318,255,267,840
775,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,301910 - TERM CIDADE TIRADENTES/VILA PA,35,128,5,11,0,147,0,0,0,326,277,188,791
776,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,302010 - CONJ JOSE BONIFACIO/SHOP ARICA,255,413,19,47,0,314,1,6,0,1055,575,427,2057
777,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,302031 - C.J. BONIFACIO/SHOP.ARICANDUVA,344,504,18,56,4,428,0,4,0,1358,670,460,2488
778,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,302510 - JD WILMA FLOR/EST GUAIANAZES C,321,555,14,47,0,548,0,379,2,1866,822,565,3253
779,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,302710 - VILA MINERVA/SHOP ARICANDUVA,455,679,31,75,1,699,0,69,0,2009,989,765,3763
780,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,303110 - J ALTO PAULISTAN/METRO ITAQUER,378,924,12,71,0,721,1,353,2,2462,921,443,3826
781,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,305410 - JD PALANQUE/JD TIETE,704,1229,57,90,3,797,1,0,0,2881,1543,982,5406
782,2014-12-31,PERMISSAO,AREA 4,TRANSCOOPER,342C10 - JD MARILIA/PENHA,413,501,18,29,0,279,1,5,0,1246,418,670,2334
