,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","PASSAGEIROS COM GRATUIDADE ESTUDANTE

(M)","TOTAL PASSAGEIROS TRANSPORTADOS

(N) = (J + K + L + M)"
615,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,675A10 - PQ.STO AMARO/METRO SAO JUDAS,438,834,147,18,3,1080,29,55,8,2612,975,403,39,4029
616,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,675V10 - JD.CAMPO FORA/METRO JABAQUARA,1179,1768,203,33,9,1563,166,129,29,5079,3432,973,170,9654
617,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,695T10 - TERM.CAPELINHA/METRO V.MARIANA,610,1568,204,48,3,1729,104,261,26,4555,4051,797,118,9521
618,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,695V10 - TERM CAPELINHA-METRO ANA ROSA,217,696,82,13,2,834,43,113,13,2013,1683,281,46,4023
619,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,705010 - JD DAS ROSAS/TERM CAMPO LIMPO,185,466,40,10,2,427,42,6,7,1185,876,272,39,2372
620,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,857A10 - T CAMPO LIMPO/METRO SANTA CRUZ,478,672,76,12,5,802,51,99,8,2203,1311,344,42,3900
621,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,857C10 - T CAMPO LIMPO/METRO CONCEIÇAO,383,810,84,19,2,745,50,58,14,2166,1391,320,61,3938
622,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,860510 - TERM CAMPO LIMPO/TERM BANDEIRA,820,1348,107,31,5,1707,53,170,26,4270,2097,556,55,6978
623,2015-12-31,CONCESSAO,AREA 7,TRANSKUBA,9918PR - TERM CAPELINHA/V KUBA,10,50,21,1,0,28,17,0,3,130,772,29,9,940
624,2015-12-31,CONCESSAO,AREA 7,VIP,N73211 - T JD ANGELA/TERM ROD JA JACIRA,7,31,3,0,0,43,4,0,0,88,128,17,1,234
625,2015-12-31,CONCESSAO,AREA 7,VIP,N73311 - TERM JD ANGELA/VILA GILDA,11,34,2,0,0,49,3,0,1,100,149,9,3,261
626,2015-12-31,CONCESSAO,AREA 7,VIP,600610 - SHOPPING INTERLAGOS/JD HERCULA,352,747,146,20,3,757,55,43,8,2131,1402,471,86,4090
627,2015-12-31,CONCESSAO,AREA 7,VIP,601310 - JD NAKAMURA-TERM STO AMARO,373,855,92,10,2,832,46,26,14,2251,1500,364,69,4184
628,2015-12-31,CONCESSAO,AREA 7,VIP,601410 - JD JACIRA-TERM STO AMARO,533,1483,165,17,4,1134,79,48,23,3487,2266,610,110,6473
629,2015-12-31,CONCESSAO,AREA 7,VIP,637R10 - JD ARACATI-ITAIM BIBI,611,1939,172,21,2,1460,95,103,27,4430,2803,703,196,8132
630,2015-12-31,CONCESSAO,AREA 7,VIP,675Z10 - JD GUARUJA-METRO JABAQUARA,922,1341,173,41,2,1286,72,94,19,3950,2170,675,88,6883
631,2015-12-31,CONCESSAO,AREA 7,VIP,684010 - JD JACIRA-TERM CAPELINHA,791,2130,244,29,3,2093,108,127,45,5570,4418,915,172,11075
632,2015-12-31,CONCESSAO,AREA 7,VIP,700110 - VILA GILDA/TERM JD ANGELA,386,1393,120,27,1,1097,75,3,21,3124,2054,471,184,5833
633,2015-12-31,CONCESSAO,AREA 7,VIP,700410 - JD JACIRA/TERM GUIDO,603,1463,150,29,3,1546,70,364,31,4259,1935,638,104,6936
634,2015-12-31,CONCESSAO,AREA 7,VIP,701610 - METRO JABAQUARA/JARDIM ANGELA,296,1227,156,21,3,1206,43,65,19,3036,1799,557,108,5500
635,2015-12-31,CONCESSAO,AREA 7,VIP,702110 - JD MARACA/TERM JOAO DIAS,162,392,64,23,3,571,32,46,4,1297,970,263,33,2563
636,2015-12-31,CONCESSAO,AREA 7,VIP,702210 - JD CAIÇARA/TERM SANTO AMARO,219,634,85,16,0,607,42,15,11,1629,1035,399,52,3115
637,2015-12-31,CONCESSAO,AREA 7,VIP,702310 - JD NAKAMURA/TERM SANTO AMARO,395,1239,167,15,2,1103,51,92,22,3087,1708,530,102,5427
638,2015-12-31,CONCESSAO,AREA 7,VIP II,EVENTO - E V E N T O,0,15,2,1,0,12,0,3,0,33,37,0,4,74
639,2015-12-31,CONCESSAO,AREA 7,VIP II,N70311 - TERM JD ANGELA/TERM STO AMARO,90,143,24,2,0,115,9,20,3,406,568,55,10,1039
640,2015-12-31,CONCESSAO,AREA 7,VIP II,N70511 - TERM STO AMARO/TERM PINHEIROS,15,58,4,1,0,54,1,6,2,142,137,11,3,293
641,2015-12-31,CONCESSAO,AREA 7,VIP II,539110 - TERM JD ANGELA/PCA DA SE,737,1870,246,35,5,2077,116,236,25,5347,3692,873,142,10054
642,2015-12-31,CONCESSAO,AREA 7,VIP II,600710 - PQ STO ANTONIO/JD STO AMARO,293,752,72,10,0,844,60,22,11,2066,1349,478,84,3977
643,2015-12-31,CONCESSAO,AREA 7,VIP II,601910 - T.GUARAPIRANGA/JD.GODOFREDO,72,265,32,3,0,229,14,0,2,617,491,159,18,1285
644,2015-12-31,CONCESSAO,AREA 7,VIP II,637A10 - TERM JD ANGELA/PINHEIROS,699,2113,333,45,6,2727,160,333,55,6473,6891,822,172,14358
645,2015-12-31,CONCESSAO,AREA 7,VIP II,675K10 - TERM JD ANGELA-METRO STA CRUZ,1268,3211,390,77,10,3312,186,841,57,9357,6088,1447,277,17169
646,2015-12-31,CONCESSAO,AREA 7,VIP II,675L10 - T.STO AMARO/M.SANTA CRUZ,346,635,86,16,1,802,60,312,7,2266,1601,432,32,4331
647,2015-12-31,CONCESSAO,AREA 7,VIP II,677A10 - TERM JD ANGELA/METRO ANA ROSA,483,1205,138,32,2,1842,78,234,41,4059,2170,394,72,6695
648,2015-12-31,CONCESSAO,AREA 7,VIP II,707A10 - JD ANGELA/METRO PÇA DA ARVORE,460,1538,230,37,9,1501,66,148,31,4021,3165,674,147,8007
649,2015-12-31,CONCESSAO,AREA 7,VIP II,737A10 - TERM JD ANGELA - TERM ST AMARO,602,1622,236,34,7,1140,89,242,28,4001,4395,786,239,9421
650,2015-12-31,CONCESSAO,AREA 7,VIP II,9919PR - TERM J ANGELA/VIP GUARAPIRANGA,19,318,86,0,2,246,33,0,13,717,2530,149,22,3418
651,2015-12-31,CONCESSAO,AREA 7,VIP II,9932PR - TERM CIDADE TIRADENTES/VIP,17,165,49,1,2,105,24,0,6,369,1133,69,11,1582
652,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,N80211 - TERM PINHEIROS/T PQ D PEDRO II,24,52,12,0,0,78,2,6,0,174,73,20,2,269
653,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,N83111 - TERM LAPA/PARQUE DA LAPA,1,3,0,0,0,0,0,0,0,4,5,0,0,9
654,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,N83311 - TERM PINHEIROS/CEASA,6,13,2,0,0,17,0,1,0,39,3,4,1,47
655,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,N83411 - TERM LAPA/TERMINAL PINHEIROS,10,41,6,1,0,36,0,1,1,97,20,5,1,123
656,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,N83811 - M VILA MADALENA/CPTM LEOP0LDIN,0,0,0,0,0,0,0,0,0,0,0,1,0,1
657,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,N83911 - METRO BUTANTA/METRO V MARIANA,8,8,0,0,0,15,0,1,2,34,2,0,0,36
658,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,510010 - EST.FEP.PINHEIROS/PCA DA SE,1,2,0,0,0,5,0,0,0,8,0,1,0,9
659,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,702U10 - BUTANTA USP/PARQUE D. PEDRO II,246,519,90,20,1,625,20,90,11,1624,1375,373,39,3411
660,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,718110 - CID.UNIVERSITARIA/T.PR.ISABEL,0,1,2,0,0,2,0,0,0,5,0,0,0,5
661,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,719P10 - PINHEIROS/METRO ARMENIA,89,165,11,9,1,186,4,21,4,490,236,88,3,817
662,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,726710 - APIACAS/PÇA RAMOS AZEVEDO,129,225,32,15,1,180,4,72,9,667,231,140,8,1046
663,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,727210 - VILA POMPEIA/P.RAMOS AZEV.CIRC,199,360,47,11,4,261,8,44,2,936,344,198,25,1503
664,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,728110 - LAPA/P.RAMOS AZEVEDO CIRCULAR,208,381,42,17,1,297,6,98,4,1054,489,245,28,1816
665,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,728210 - PQ CONTINENTAL/M VILA MADALENA,108,145,14,4,0,156,2,54,6,491,198,106,19,814
666,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,741110 - USP/PCA DA SE,1,0,0,0,0,1,0,0,0,2,0,0,0,2
667,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,801210 - CIDADE UNIVERSIT/METRO BUTANTA,28,47,11,5,0,72,1,39,1,204,102,14,24,344
668,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,802210 - CID UNIV/METRO BUTANTA,40,32,2,5,0,66,0,28,1,174,97,18,14,303
669,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,809U10 - CID UNIVERSITARIA/M BARRA FUN ,0,3,0,0,0,2,0,0,0,5,3,0,0,8
670,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,809U21 - M BARRA FUNDA/M VILA MADALENA,335,496,69,28,2,612,8,407,12,1969,921,350,44,3284
671,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,817C10 - LAPA/H.CLINICAS CIRCULAR,264,415,43,18,3,377,4,245,5,1374,722,342,51,2489
672,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,831910 - PQ CONTINENTAL/PCA RAMOS AZEVE,226,270,31,5,1,352,3,45,2,935,362,164,15,1476
673,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,831921 - SHOP VILA LOBOS/PQ CONTINENAL,0,0,0,0,0,0,0,0,0,0,0,1,0,1
674,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,856R10 - LAPA/SOCORRO,677,1391,211,41,8,1460,47,253,15,4104,2913,893,77,7987
675,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,861510 - P.LAPA/PARQUE D. PEDRO II,335,717,112,28,2,524,22,81,12,1835,1730,686,43,4294
676,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,870010 - T CAMPO LIMPO/PCA R D AZEVEDO ,345,539,54,21,3,574,25,84,10,1656,955,265,42,2918
677,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,874C10 - PQ CONTINENTAL/METR V MARIANA,305,271,23,18,1,331,5,92,2,1048,322,151,24,1545
678,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,875C10 - LAPA/METRO STA CRUZ,223,472,45,8,2,367,7,123,2,1249,811,215,25,2300
679,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,875H10 - LAPA/METRO VILA MARIANA,176,492,63,17,2,391,13,48,7,1212,1017,282,28,2539
680,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,875P10 - M. BARRA FUNDA/M. ANA ROSA,147,312,42,10,1,224,6,111,3,856,447,173,17,1493
681,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,877T10 - VILA ANASTACIO/METRO PARAISO,136,278,37,6,2,295,11,98,9,873,463,196,16,1548
682,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,905010 - TERM LAPA / ITAIM BIBI,177,342,34,12,0,364,9,106,2,1046,704,197,20,1967
683,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,905110 - LAPA / PINHEIROS,89,210,19,4,0,144,6,35,1,508,330,93,16,947
684,2015-12-31,CONCESSAO,AREA 8,GATO PRETO,909T10 - TER PINHEIRO/ TER P Q D PEDRO,1,6,4,1,0,4,0,0,0,16,1,3,0,20
685,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,N80111 - T METRO BUTANTA/T P D PEDRO II,67,92,13,4,0,119,5,9,4,314,84,21,8,427
686,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,N83211 - TERM LAPA/PARQUE CONTINENTAL,0,7,1,0,0,19,0,0,0,27,8,2,0,37
687,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,N83511 - TERM PINHEIROS/JD JOÃO XXIII,17,16,0,1,0,29,2,2,0,67,45,4,0,116
688,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,N83611 - TERM PINHEIROS/PQ CONTINENTAL,15,7,3,0,0,9,0,0,0,34,21,6,0,61
689,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,N84011 - M VILA MARIANA/SANTA CECILIA,1,5,0,0,0,4,0,0,0,10,0,0,1,11
690,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,N84111 - METRO VILA MARIANA/STA CECILIA,4,5,0,1,0,0,0,0,0,10,3,1,1,15
691,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,N84211 - T PINHEIROS/COHAB RAPOSO TAVAR,7,4,1,0,0,8,1,1,2,24,29,3,1,57
692,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,623210 - VILA IDA/PCA RAMOS AZEVEDO,39,83,12,0,2,69,2,10,0,217,85,33,3,338
693,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,625010 - JD JAQUELINE/TERM BANDEIRA,4,7,1,0,0,5,1,5,0,23,8,0,0,31
694,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,626210 - CEASA/TERM.BANDEIRA,222,397,35,10,0,523,4,106,6,1303,656,154,29,2142
695,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,626221 - VILA LEOPOLDINA/PINHEIROS,24,33,2,0,0,48,0,12,0,119,67,17,2,205
696,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,702C10 - JD BONFIGLIOLI/BELEM,523,538,64,27,5,556,14,80,13,1820,930,429,56,3235
697,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,714C10 - COHAB EDUCANDARIO/LGO POLVORA,430,407,33,24,0,445,10,66,6,1421,496,245,64,2226
698,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,715M10 - JD MA LUIZA/LGO DA POLVORA,569,764,82,50,1,632,6,141,9,2254,685,295,53,3287
699,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,719R10 - RIO PEQUENO/METRO BARRA FUNDA,407,563,44,18,0,566,11,128,12,1749,808,295,62,2914
700,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,745810 - JD BOA VISTA/ESTACAO DA LUZ,607,819,52,24,1,831,15,134,9,2493,772,254,51,3570
701,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,748A10 - JD DABRIL/LAPA,437,459,20,5,0,485,12,49,2,1469,547,242,36,2294
702,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,748A41 - JD PERI PERI/LAPA,112,115,8,1,0,137,1,7,1,382,145,63,8,598
703,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,748R10 - JD JOAO XXIII/METRO BARRA FUND,977,940,74,23,1,1098,26,118,15,3272,1272,518,113,5175
704,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,754510 - JD JOAO XXIII/PC RAMOS DE AZEV,948,978,92,40,3,1172,34,214,25,3506,1083,434,108,5131
705,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,771P10 - JD JOAO XXIII/CENTER NORTE,271,270,16,7,0,332,5,55,3,959,372,131,26,1488
706,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,772510 - RIO PEQUENO/METRO VILA MADALEN,1,1,0,0,0,0,0,0,0,2,0,0,0,2
707,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,775A10 - JD ADALGIZA/METRO VILA MARIANA,270,327,36,11,1,386,10,133,14,1188,350,130,19,1687
708,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,775N10 - RIO PEQUENO/METRO V MARIANA,307,328,20,13,1,409,15,113,2,1208,466,187,42,1903
709,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,775P10 - JD GUARAU/METRO ANA ROSA,192,248,25,6,2,291,2,25,2,793,274,128,15,1210
710,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,775V10 - RIO PEQUENO/METRO STA CRUZ,254,391,37,16,1,360,8,82,8,1159,499,162,33,1853
711,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,778J10 - JD ARPOADOR/METRO BARRA FUNDA,351,407,42,17,4,444,6,105,6,1383,565,254,31,2233
712,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,778J41 - COHAB RAP.TAVARES-BARRA FUNDA,437,551,43,9,1,513,11,127,10,1704,617,182,42,2545
713,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,778R10 - COH RAP TAVARES/TER PRINC ISAB,1132,1186,80,36,1,1298,33,294,28,4088,1597,430,116,6231
714,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,790310 - JD JOAO XXIII/EDUCANDARIO,848,882,83,32,3,1078,35,197,20,3178,1098,414,70,4760
715,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,801810 - VILA SONIA/BUTANTA,120,194,15,11,1,166,5,42,0,554,186,144,20,904
716,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,801910 - PQ CONTINENTAL/BUTANTA,347,288,25,14,1,338,4,88,3,1108,322,152,38,1620
717,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,802010 - BUTANTA/SHOP MORUMBI,33,82,12,1,0,97,3,0,1,229,144,33,4,410
718,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,802110 - JD. MARIA LUIZA/BUTANTA,1,2,0,0,0,1,0,0,0,4,1,0,0,5
719,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,802310 - CDHU RAPOSO TAVARES/BUTANTA,98,182,5,4,2,134,7,77,0,511,198,69,12,790
720,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,802410 - JD JAQUELINE/BUTANTA,150,152,9,8,2,170,5,10,1,507,123,95,9,734
721,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,802710 - VILA DALVA/BUTANTA,199,235,18,6,3,229,4,27,2,723,241,110,25,1099
722,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,807510 - TERM CAMPO LIMPO/METRO BUTANTA,499,680,54,21,1,443,21,426,13,2158,1530,425,81,4194
723,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,807710 - JD JOAO XXIII/METRO BUTANTA,2,0,2,0,0,1,0,1,0,6,3,0,0,9
724,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809A10 - JD D ABRIL/PINHEIROS,357,409,25,10,1,419,9,190,6,1426,547,149,39,2161
725,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809D10 - COHAB EDUCANDARIO/PINHEIROS,475,596,48,16,2,593,11,163,10,1914,636,317,75,2942
726,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809H10 - JD BOA VISTA/LAPA,703,660,33,12,1,811,10,65,7,2302,848,298,63,3511
727,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809J10 - JD COLOMBO/PINHEIROS,82,148,22,2,0,143,3,15,0,415,175,61,11,662
728,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809N10 - VILA DALVA/LAPA,104,122,8,5,0,172,2,25,1,439,229,93,14,775
729,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809R10 - RIO PEQUENO/PINHEIROS,254,388,28,18,1,364,6,136,2,1197,414,178,34,1823
730,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809T10 - RAPOSO TAVARES/LAPA,322,333,17,3,2,454,6,29,1,1167,417,122,31,1737
731,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,809V10 - VILA GOMES/PAULISTA,116,200,28,14,0,184,6,53,3,605,309,102,18,1034
732,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,857R10 - TERM CAMPO LIMPO/ACLIMACAO,579,927,96,19,2,922,29,124,21,2719,1375,405,57,4556
733,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,861010 - JD PAULO VI/TERM BANDEIRA ,764,801,67,19,1,1084,18,144,12,2911,924,359,78,4272
734,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,870010 - T CAMPO LIMPO/PCA R D AZEVEDO ,1666,2333,273,69,4,2690,82,358,42,7519,3785,1114,171,12589
735,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,870510 - SHOP CONTINENTAL/ANHANGABAU,922,980,111,53,4,1080,20,205,14,3394,1330,415,90,5229
736,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,870710 - RIO PEQUENO/TERM PRINC ISABEL,473,566,66,34,3,661,19,161,8,1992,864,300,55,3211
737,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,875C10 - LAPA/METRO STA CRUZ,439,842,91,26,0,719,22,279,12,2430,1596,396,40,4462
738,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,909T10 - TER PINHEIRO/ TER P Q D PEDRO,0,11,1,1,0,1,0,0,0,14,0,1,1,16
739,2015-12-31,CONCESSAO,AREA 8,TRANSPASS,9921PR - TERM CAMPO LIMPO/TRANSPPASS,36,84,32,0,0,67,14,0,3,236,1081,88,12,1417
740,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,N13811 - TERM CACHOEIRINHA/JD PRINCESA,12,12,1,0,0,8,1,0,1,35,71,7,4,117
741,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,N13911 - TERM PIRITUBA/JD PAULISTANO,6,13,7,0,0,10,2,5,1,44,84,12,3,143
742,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,N14011 - TERM PIRITUBA/VILA MIRANTE,0,15,4,0,0,8,1,4,0,32,38,6,0,76
743,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,N14111 - TERM CACHOEIRINHA/JD CAROMBE,4,10,1,0,0,8,0,0,0,23,33,9,3,68
744,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,N14211 - TERM PIRITUBA/TERM CASA VERDE,2,8,5,0,0,6,0,1,0,22,15,5,1,43
745,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,101510 - CHAC MARIA TRINDADE/T JD BRITA,29,99,2,0,0,47,1,0,0,178,102,31,21,332
746,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,102110 - COHAB BRASILANDI/TERM PIRITUBA,84,136,11,3,0,103,5,35,3,380,140,98,27,645
747,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,103410 - MORRO GRANDE/CONEXAO VILA LORI,209,807,75,19,0,750,36,1,13,1910,1220,712,78,3920
748,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,103610 - COHAB BRASILANDIA/CONEXAO VILA,467,1787,182,31,2,1422,103,0,30,4024,2826,951,170,7971
749,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,119L10 - VILA SULINA/TERMINAL LAPA,134,208,17,3,0,251,7,31,3,654,190,75,15,934
750,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,139A10 - CONEXAO VILA LORIO/LAPA,126,259,24,12,1,182,8,50,2,664,344,315,23,1346
751,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,801010 - PERUS/PQ RESIDENCIAL LAPA,846,1329,98,33,0,1488,46,231,47,4119,1546,1132,263,7060
752,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,801310 - MORRO DOCE/LAPA,1117,2147,127,41,5,2036,50,302,37,5863,3944,902,273,10982
753,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,801322 - Lapa,0,2,0,0,0,6,0,0,0,8,0,0,0,8
754,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,801341 - JD PAINEIRAS/TERM JD BRITANIA,40,124,1,2,1,92,4,0,1,265,147,49,24,485
755,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,801410 - MORRO DOCE/PERUS,671,784,37,18,1,808,9,186,9,2523,1266,719,112,4620
756,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,801710 - CPTM VILA AURORA/TERM PIRITUBA,165,307,25,12,0,260,5,84,9,867,409,255,67,1598
757,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,819A10 - VILA AURORA/JD PRIMAVERA,1536,2524,264,72,8,2397,77,456,61,7396,4027,2475,406,14304
758,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,819410 - PERUS/CACHOEIRINHA,623,895,88,21,1,780,16,118,16,2559,1297,993,131,4980
759,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,819910 - PIRITUBA/CVN CACHOEIRINHA,706,1356,181,49,6,1121,56,86,25,3588,2682,1531,156,7957
760,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,900410 - JD ELISA MARIA/TERM V N CACHOE,388,1760,156,39,2,1526,49,3,13,3937,2588,1090,178,7793
761,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,900510 - JD PRINCESA/TERM V N CACHOEIR,379,1772,152,27,5,1410,34,1,24,3807,2264,979,163,7213
762,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,900610 - VILA PENTEADO/TERM V N CACHOEI,229,636,62,9,2,521,24,2,15,1500,1127,591,86,3304
763,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,900810 - PQ TAIPAS/TERM V N CACHOEIR,591,1609,152,20,4,1280,53,0,13,3723,2698,1297,252,7970
764,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,900910 - COHAB BRASILANDIA/TERM V N CAC,590,1500,215,25,3,1168,50,1,12,3567,2605,1709,182,8063
765,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,901110 - CITY JARAGUA/TERM V N CACHOEIR,866,1980,220,39,1,1767,37,432,39,5384,2820,1676,308,10188
766,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,901121 - ESTACAO JARAGUA/CITY JARAGUA,202,440,49,15,1,507,2,325,18,1559,580,377,63,2579
767,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,901510 - VILA ZATT/TERM PIRITUBA,263,682,71,8,1,574,23,145,9,1776,1031,667,79,3553
768,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,901810 - VILA MIRANTE/TERM PIRITUBA,145,368,28,13,0,264,13,63,1,895,387,353,30,1665
769,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,901910 - JD PAULISTA/TERM PIRITUBA,269,888,90,11,2,662,41,148,12,2123,1293,777,134,4327
770,2015-12-31,PERMISSAO,AREA 1,NORTE BUSS,902010 - VILA MIRANTE/TERM PIRITUBA,188,498,44,11,0,442,11,86,11,1292,693,541,92,2618
